Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating
Fashion Khatam Mujhpe,"Mamta Sharma, Shabab Sabri, Wajid",BollywoodDance,Dolly Ki Doli,0.9
Kya Dekhte Ho Surat Tumhari,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Qurbani,0.89
Kudiye Di Kurti,"Neuman Pinto, Shazneen Arethna, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Ishkq In Paris,0.9099999999999999
Beat Juunglee,"Armaan Malik, Prakriti Kakkar",BollywoodDance,Dil Juunglee,0.96
Ya Rabba,Kailash Kher,BollywoodSad,Salaam-E-Ishq,0.9400000000000001
Khwab Dekhe Sexy Lady,"Monali Thakur, Neeraj Shridhar",BollywoodDance,Race,0.95
Ishqa,"Abhijeet Sawant, Antara Mitra",Bollywood,Dishoom,0.9400000000000001
Aahun Aahun,"Ashish Pandit, Jaspreet Singh, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Ajkal,0.93
Aahun Aahun,"Ashish Pandit, Master Saleem, Suzanne D'Mello",BollywoodDance,Love Aj Kal,0.93
Dil Dance Maare,"Sukhwinder Singh, Sunidhi Chauhan, Udit Narayan",BollywoodDance,Tashan,0.9099999999999999
Kitni Baatein,"Hariharan, Sadhana Sargam, Shankar Ehsaan Loy",BollywoodSad,Lakshya,0.97
Kitni Baatein,"Hariharan, Sadhana Sargam",BollywoodSad,Lakshay,0.97
Char Baj Gaye (Party Abhi Baaki Hai),Hard Kaur,BollywoodDance,F.A.L.T.U,0.95
Aa Gaya Aa Gaya,Udit Narayan,BollywoodDance,Hum Tumhare Hain Sanam,0.8099999999999999
Chand Sitare,Kumar Sanu,BollywoodRomantic,Kaho Naa.... Pyaar Hai,0.93
Bhanware Ne Khilaya Phool,"Lata Mangeshkar, Suresh Wadkar",BollywoodDance,Prem Rog,0.75
O Piya O Piya,"Sadhana Sargam, Sukhwinder Singh",BollywoodRomantic,Jis Desh Mein Ganga Rehta Hai,0.86
Dekha Tujhe Toh,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Devdas,0.86
Engine Ki Seeti,"Resmi Sateesh, Sunidhi Chauhan",BollywoodDance,Khoobsurat,0.9199999999999999
Yeh Jawaani Hai Deewani (Mashup),"Arijit Singh, Mohit Chauhan",BollywoodDance,Yeh Jawaani Hai Deewani,0.95
Main Heroine Hoon,Aditi Singh Sharma,BollywoodDance,Heroine,0.9099999999999999
Punjabi Mast,"Alamgir Khan, Ankit Tiwari, Arya Acharya, Himesh Reshammiya, Vineet Singh",BollywoodDance,Action Jackson,0.89
Mere Hathon Mein Nau Nau,Lata Mangeshkar,BollywoodDance,Chandni,0.8400000000000001
Heer,"Arijit Singh, Harshdeep Kaur",BollywoodDance,Yeh Jawaani Hai Deewani,0.9400000000000001
Mere Bina,Nikhil Dsouza,BollywoodRomantic,Crook,0.96
Ishq Chupta Nahi Chupane Se,Abhijeet,BollywoodSad,Bewaffa,0.89
Ishq Chupta Nahi,Abhijeet,BollywoodRomantic,Bewafaa,0.89
Tu Jahaan,Sonu Nigam,BollywoodRomanticSad,Salaam Namaste,0.9400000000000001
Girls Like To Swing,Sunidhi Chauhan,BollywoodDance,Dil Dhadakne Do,0.9099999999999999
Tu Kamaal Di Kudi,"Mamta Sharma, Vineet Singh",BollywoodDance,Son of Sardaar,0.85
Sapne Mein,"Asha Bhosle, Suresh Wadkar",BollywoodDance,Satya,0.93
Sadka,"Mahalakshmi Iyer, Suraj Jagan",Bollywood,I Hate Luv Story,0.95
Dekho Dekho Jaanam,"Alka Yagnik, Udit Narayan",BollywoodDance,Ishq,0.93
Chhan Ke Mohalla,"Ritu Pathak, Sunidhi Chauhan",BollywoodDance,Action Replayy,0.9400000000000001
Kaahe Chhed,"Kavita Krishnamurthy, Madhuri Dixit, Pandit Birju Maharaj",BollywoodDance,Devdas,0.9199999999999999
Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Har Dil Jo Pyar Karega,0.9400000000000001
Uff Teri Adaa I Like You,"Alyssa Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,0.96
Pant Mein Gun,Diljit Dosanjh,BollywoodDance,Welcome To New York,0.9
Bachna Ae Haseeno,"Kishore Kumar, Sumit Kumar, Vishal Dadlani",BollywoodDance,Bachna Ae Haseeno,0.93
Ang Se Ang Lagana,"Alka Yagnik, Devki Pandit, Sudesh Bhosle, Vinod Rathod",BollywoodDance,Darr,0.8
Janib (Duet),"Arijit Singh, Sunidhi Chauhan",BollywoodRomantic,Dilliwaali Zaalim Girlfriend,0.96
Seedha Saadha,Amit Mishra,BollywoodSad,Commando 2,0.93
Aaya Re,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,0.9
Koi Fariyaad,Jagjit Singh,BollywoodSad,Tum Bin,0.9400000000000001
Rangreli,"Shreya Ghoshal, Wajid",BollywoodDance,Daawat e Ishq,0.9400000000000001
Loot Jayenge,"Jayesh Gandhi, Kunal Ganjawala",BollywoodDance,Aksar,0.89
Pyar Kiya To Darna Kya,Lata Mangeshkar,BollywoodDance,Mughal-E-Azam,0.86
Hum To Bhai Jaise Hain,Lata Mangeshkar,BollywoodDance,Veer Zaara,0.9199999999999999
Jatt Jaguar,"Apeksha Dandekar., Navraj Hans, Vishal Dadlani",BollywoodDance,Mubarakan,0.9199999999999999
Yaad Aa Raha Ha,Bappi Lahiri,BollywoodDance,Disco Dancer,0.85
Glamorous Ankhiyaan,"Anjjan, Krishna Beura, Meet Bros",BollywoodDance,Ek Paheli Leela,0.89
Kitni Mohabbat Kis Ko,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodRomantic,Deewane,0.85
Tera Mera Rishta Purana,Mustafa Zahid,BollywoodSad,Awarapan,0.9099999999999999
Bin Tere,"Shafqat Amanat Ali, Sunidhi Chauhan",BollywoodSad,I Hate Luv Storys,0.96
Tere Dil Ka Rishta,Sonu Nigam,BollywoodRomantic,Koi Aap Sa,0.9199999999999999
Om Mangalam,"Nindy Kaur, RDB",BollywoodDance,Kambakkht Ishq,0.95
Chhupana Bhi Nahin Aata,Vinod Rathod,BollywoodRomantic,Baazigar,0.9199999999999999
Hum Pyar Karne Wale,"Adnan Sami, Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Dil,0.78
Khwabon Khwabon,K.K. Suchitra,BollywoodDance,Force,0.9400000000000001
Yeh Haseen Vadiyan Yeh Khula Aasman,"A.R. Rahman, K. S. Chithra, S.P. Balasubrahmanyam",BollywoodRomantic,Roja,0.95
Yeh Hawa Yeh Bata,Lata Mangeshkar,BollywoodDance,Ghazab,0.72
Khulke Dulke,"Gippy Grewal, Harshdeep Kaur",BollywoodDance,Befikre,0.9
Musu Musu,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,0.96
Sajh Dhaj Ke,"Mika Singh, Pankaj Kapur",BollywoodDance,Mausam,0.9400000000000001
Dhiktana – 2,"Lata Mangeshkar, S.P. Balasubrahmanyam, Udit Narayan",BollywoodDance,Hum Aapke Hain Koun,0.82
Pinky,"Mamta Sharma, Meet Bros Anjjan",BollywoodDance,Zanjeer,0.93
Mujhe Kitna Pyar Hai Tumse,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Dil Tera Deewana,0.8800000000000001
The Disco Song (Remix),"Benny Dayal, Salim Merchant, Shahid Mallaya, Sunidhu Chauhan, Udit Narayan",BollywoodDance,Student of the Year,0.95
Yeh Ishq Hai Gunah,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodRomantic,Madhoshi,0.8
Kabhi Shaam Dhale,Lucky Ali,BollywoodDance,Sur,0.9
In Lamhon Ke Daaman Mein,Javed Ali,BollywoodRomantic,Jodha Akbar,0.9199999999999999
Agar Main Kahoon,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Lakshay,0.96
Kaddu Katega,Antara Mitra,BollywoodDance,R... Rajkumar,0.89
Ishaqzaade,"Javed Ali, Shreya Ghoshal",BollywoodDance,Ishaqzaade,0.9400000000000001
Race 2 (Mashup),Multiple,BollywoodDance,Race 2,0.93
Allah Ke Bande,Kailash Kher,BollywoodSad,Waisa Bhi Hota Hai,0.96
Aisa Jadoo,Sunidhi Chauhan,BollywoodDance,Khakee,0.9199999999999999
Saanson Ki Mala,Kavita Krishnamurthy,BollywoodDance,Koyla,0.8699999999999999
Mar Jayian,"Sunidhi Chauhan, Vishal Dadlani",Bollywood,Vicky Donor,0.96
Prabhu Ji,Asees Kaur,BollywoodDevotional,High Jack,0.9099999999999999
Baby Doll (Remix),"Kanika Kapoor, Meet Bros",BollywoodDance,Ragini MMS 2,0.89
Aa Tayar Hoja,Sunidhi Chauhan,BollywoodDance,Asoka,0.9400000000000001
Humko Pyaar Hua,"K.K., Tulsi Kumar",BollywoodRomantic,Ready,0.9400000000000001
Jugni Peeke Tight Hai,"Divya Kumar, Kanika Kapoor, Sukriti Kakkar",BollywoodDance,Kis Kisko Pyaar Karoon,0.9099999999999999
Mere Rang Mein Rangne Wali,"Asad Bhopali, S.P. Balasubrahmanyam",BollywoodRomantic,Maine Pyar Kiya,0.89
Toh Phir Aao,Mustafa Zahid,BollywoodSad,Awarapan,0.93
Ajnabi Mujhko Itna Bata,"Asha Bhosle, Jatin-Lalit, Udit Narayan",BollywoodRomantic,Pyaar To Hona Hi Tha,0.9
Dil Dhadakne Do,"Joi Barua, Shankar Mahadevan, Suraj Jagan",Bollywood,Zindagi Na Milegi Dobara,0.95
Tu Mere Paas,Ankit Tiwari,BollywoodSad,Wazir,0.96
Dhat Teri Ki,"Aditi Singh Sharma, Sanam Puri",BollywoodDance,Dhat Teri Ki,0.95
Der Se Aana Jaldi Jaana,"Alka Yagnik, Manhar Udhas",BollywoodDance,Khal Nayak,0.8099999999999999
Jazba,Shilpa Rao,BollywoodDance,Unknown,0.9400000000000001
Is This Love – Kahin Na Laage,"Mohit Chauhan, Shreya Ghoshal",BollywoodDance,Kismat Konnection,0.96
Bol Radha Bol,Mukesh,BollywoodRomantic,Sangam,0.85
Tu Hi Khwahish,Sunidhi Chauhan,BollywoodDance,Once Upon A Time In Mumbaai Dobara,0.93
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDance,Chak De India,0.9400000000000001
Ruk Ja O Dil Deewane,Udit Narayan,BollywoodRomantic,Dilwale Dulhania Le Jayenge,0.93
Nanga Punga Dost,Shreya Ghoshal,BollywoodDance,PK,0.8800000000000001
Tanhayee,Sonu Nigam,BollywoodSad,Dil Chahta Hai,0.93
Beat It Bijuriya,"Asees Kaur, Renesa Baadchi",BollywoodDance,Munna Michael,0.8800000000000001
Tum Saath Ho Jab Apne,"Asha Bhosle, Kishore Kumar",BollywoodDance,Kaalia,0.9
Most Wanted Munda,"Earl Edgar, Meet Bros",BollywoodDance,Ki & Ka,0.93
Mehram,Arijit Singh,BollywoodDance,Kahaani 2,0.9099999999999999
Naina,Rahat Fateh Ali Khan,BollywoodSad,Omkara,0.9199999999999999
Sab Kuchh Bhula Diya,"Sapna Awasthi, Sonu Nigam",BollywoodSad,Hum Tumhare Hain Sanam,0.8699999999999999
Ungli Pe Nachalein,"Dev Negi, Shipra Goyal",BollywoodDance,Ungli,0.93
Do Me A Favour Let’s Play Holi,"Anu Malik, Sunidhi Chauhan",BollywoodDance,Waqt- The Race Against Time,0.8699999999999999
Aise Na Mujhe Tum Dekho,Kishore Kumar,BollywoodRomantic,Darling Darling,0.93
Kahin Door Jab Din Dhal Jaye,Mukesh,BollywoodRomantic,Anand,0.9400000000000001
Gilehriyaan,Jonita Gandhi,Bollywood,Dangal,0.95
Tanha Tanha Yahan Pe Jeena,Asha Bhosle,BollywoodDance,Rangeela,0.9
Khwahishein,Shreya Ghoshal,BollywoodRomantic,Heroine,0.97
Zindagi Kaisi Hai Paheli,Manna Dey,BollywoodDance,Anand,0.93
Sachi Muchi,"Harshdeep Kaur, Mohit Chauhan",BollywoodDance,Sultan,0.8699999999999999
Saawli Saloni Teri,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Sub Chor Hain,0.8699999999999999
Soniye,"K.K., Sunidhi Chauhan",BollywoodRomantic,Aksar,0.93
Koi Yeh Kaise Bataye,Jagjit Singh,BollywoodSad,Arth,0.9400000000000001
Dekho Nashe Mein,"K.K., Shaan, Sunidhi Chauhan",BollywoodDance,Race,0.93
Mein Sharabi,Yo Yo Honey Singh,BollywoodDance,Cocktail,0.93
Ho Sarkay Leo Khattiya Jada Lage,"Kumar Sanu, Poornima",BollywoodRomantic,Raja Babu,0.8
Nadiya Chale Chale Re Dhara,Manna Dey,BollywoodDance,Safar,0.86
Khatam Kahani,"Jyoti Nooran, Sultana Nooran, Vishal Mishra",Bollywood,Qarib Qarib Single,0.8800000000000001
Jiya Jale,"Lata Mangeshkar, M.G. Sreekumar",BollywoodDance,Dil Se,0.9400000000000001
Manva Likes To Fly,Shalmali Kholgade,BollywoodDance,Tumhari Sulu,0.8800000000000001
Aashayein,"KK, Salim Merchant",BollywoodMotivational,Iqbal,0.95
Aur Kya,Abhijeet,BollywoodDanceRomance,Unknown,0.95
Aisa Kyoon Hota Hai,Alka Yagnik,BollywoodRomantic,Ishq Vishk,0.93
Aaja Shaam Hone Aayi,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Maine Pyar Kiya,0.8699999999999999
Cocktail Mashup,Multiple,BollywoodDance,Cocktail,0.95
Teri Mehfil Mein Kismat Azmakar,"Lata Mangeshkar, Shamshad Begum.",BollywoodDance,Mughal-E-Azam,0.89
Pandey Jee Seeti,"Mamta Sharma, Shreya Ghoshal, Wajid",BollywoodDance,Dabangg 2,0.8699999999999999
Ye Jawaani Teri,"Jonita Gandhi, Nakash Aziz",BollywoodDance,Meri Pyaari Bindu,0.9400000000000001
Ghar Aaja Pardesi,Unknown,BollywoodDance,Dilwale Dulhania Le Jayenge,0.85
Kitaben Bahut Si,"Asha Bhosle, Vinod Rathod",BollywoodDance,Baazigar,0.8800000000000001
Jahan Teri Yeh Nazar Hai,Kishore Kumar,BollywoodDance,Kaalia,0.93
Namak Paare,"Anupam Amod, Mamta Sharma",BollywoodDance,Raja Natwarlal,0.93
Nazdeekiyan,"Neeti Mohan, Nikhil Paul George",BollywoodRomantic,Shaandaar,0.96
Jhumritalaiyya,"Arijit Singh, Mohan Kanan",BollywoodDance,Jagga Jasoos,0.93
Pyar Dilon Ka Mela Hai,"Alka Yagnik, Sonu Nigam",BollywoodDanceRomantic,Dulhan Hum Le Jaayenge,0.9099999999999999
Aap Ki Ankhon Mein Kuch,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Ghar,0.9199999999999999
Haawa Haawa,Mohit Chauhan,BollywoodDance,Rockstar,0.95
Baatein Ye Kabhi Na (Female),Palak Muchhal,BollywoodRomantic,Khamoshiyan,0.95
Lakh Lakh,Neeraj Shridhar,BollywoodDance,Kambakkht Ishq,0.9099999999999999
Yari Hai Imaan Mera,Manna Dey,BollywoodDance,Zanjeer,0.86
O Mere Sanam,"Lata Mangeshkar, Mukesh",BollywoodSad,Sangam,0.8300000000000001
Daag,Sukhwinder Singh,BollywoodSad,Bhoomi,0.95
Koi Kahe Kehta Rahe,"K.K., Shaan, Shankar Mahadevan",BollywoodDance,Dil Chahta Hai,0.9400000000000001
Mere Khayalon Ki Malika,Abhijeet,BollywoodRomance,Josh,0.9400000000000001
Krazzy 4,Vishal Dadlani,BollywoodDance,Krazzy 4,0.93
Sun Zara,Adnan Sami,BollywoodRomantic,Lucky,0.9400000000000001
Zinda Rehti Hain Mohabbatein,"Lata Mangeshkar, Udit Narayan",BollywoodSad,Mohabbatein,0.95
Titliyan,Sunidhi Chauhan,BollywoodDance,Rocky Handsome,0.93
Jeete Hain Chal,Kavita Seth,BollywoodSad,Neerja,0.96
Hum Tum,"Alka Yagnik, Babul Supriyo",BollywoodRomantic,Hum Tum,0.9400000000000001
Yun Hi Chala Chal,"Hariharan, Kailash Kher, Udit Narayan",BollywoodDance,Swades,0.9400000000000001
Dooriyan,Mohit Chauhan,BollywoodSad,Love Aj Kal,0.9400000000000001
Yeh Hum Aa Gaye Hain Kahaan,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Veer Zaara,0.9400000000000001
Yaar Na Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,0.9
Yaar Naa Miley (Remix),"Jasmine Sandlas, Yo Yo Honey Singh",BollywoodDance,Kick,0.9
Joganiyan,Shruti Haasan,BollywoodRomantic,Tevar,0.96
Huzur Is Kadar,"Bhupinder Singh, Suresh Wadkar",BollywoodDance,Masoom,0.9400000000000001
Aye Zindagi Gale Lagaa Le,Suresh Wadkar,BollywoodRomantic,Sadma,0.9199999999999999
Surmayee Ankhiyon Mein,"Ilaiyaraaja, K.J. Yesudas",BollywoodRomantic,Sadma,0.9199999999999999
Meri Ada Bhi,"Rahat Fateh Ali Khan, Tulsi Kumar",BollywoodDanceRomantic,Ready,0.93
Waada Raha Sanam,"Abhijeet, Alka Yagnik",BollywoodDanceRomantic,Khiladi,0.93
Tumse Hi Tumse,"Caralisa Monteiro, Shekhar Ravjiani",BollywoodRomantic,Anjaana Anjaani,0.96
"Gori Ka Sajan, Sajan Ki Gori","Mohammad Aziz, S. Janaki",BollywoodDance,Aakhree Raasta,0.86
Falak Dekhun,Sonu Nigam,BollywoodDance,Garam Masala,0.9199999999999999
Shikdum,"Shaan, Shreya Ghoshal",BollywoodDanceRomantic,Dhoom,0.9199999999999999
Bezubaan,K.K.,BollywoodRomantic,Laali Ki Shaadi Mein Laaddoo Deewana,0.85
Mere Bina Tu (Duet Version),"Harshdeep Kaur, Pritam",BollywoodSad,Phata Poster Nikhla Hero,0.9400000000000001
Alisha,"Anushka Manchanda, Salim Merchant",BollywoodDance,Pyaar Impossible,0.9400000000000001
Aaj Kal Yaad Kuch Aur Rehta Nahin,Mohammad Aziz,BollywoodRomantic,Nagina,0.82
Dil Kho Gaya,"Anuradha Paudwal, Udit Narayan",BollywoodRomantic,Dil,0.8400000000000001
Sun Soniye,"Antara Mitra, Mohammed Irfan",BollywoodRomantic,Ajab Gazabb Love,0.95
Baadal,Sunidhi Chauhan,BollywoodSad,Akira,0.95
Ae Mere Humsafar,"Alka Yagnik, Vinod Rathod",BollywoodRomantic,Baazigar,0.89
Idhar Chala Mein Udhar Chala,"Alka Yagnik, Udit Narayan",BollywoodDance,Koi Mil Gaya,0.9199999999999999
Kise Dhoondta Hai Pagal Sapare,Anuradha Paudwal,BollywoodDance,Nigahen,0.72
Mere Dushman Mere Bhai,Hariharan,BollywoodSad,Border,0.9199999999999999
Aye Meri Zohra Jabeen,Manna Dey,BollywoodDance,Waqt,0.9
Aye Dil Laaya Hai Bahaar,"Hariharan, Kavita Krishnamurthy",BollywoodDance,Kya Kehna,0.9400000000000001
Bad Baby,"Badshah, Gippy Grewal",BollywoodDance,Second Hand Husband,0.8699999999999999
Dil Kyun Yeh Mera,K.K.,BollywoodRomantic,Kites,0.95
Tum Se Milke,"Asha Bhosle, Suresh Wadkar",BollywoodRomantic,Parinda,0.9400000000000001
Dhup Chik,"Badshah, Raftaar",BollywoodDance,Fugly,0.93
Aadha Ishq,"Natalie Di Luccio, Shreya Ghoshal",BollywoodRomantic,Band Baaja Baaraat,0.96
Pink Lips (Remix),Khushboo Grewal,BollywoodDance,Hate Story 2,0.9
Paathshaala,"Blaaze, Mohammed Aslam, Naresh Iyer",BollywoodDance,Rang De Basanti,0.96
Ala Barfi,Mohit Chauhan,BollywoodDance,Barfi,0.96
Kudi Tu Butter,Yo Yo Honey Singh,BollywoodDance,Bajatey Raho,0.9400000000000001
Churiyan Kanak Gayee,"Ila Arun, Lata Mangeshkar, Moinuddin Manchala",BollywoodDance,Lamhe,0.89
Kapoor & Sons (Mashup),Multiple,BollywoodDance,Kapoor & Sons,0.9400000000000001
Mujhse Dosti Karoge,"Alka Yagnik, Asha Bhosle, Udit Narayan",BollywoodRomantic,Mujhse Dosti Karoge!,0.9099999999999999
Hum To Dil Se Haare,"Alka Yagnik, Udit Narayan",BollywoodSad,Josh,0.9099999999999999
Soniye,K.K.,BollywoodRomantic,Heartless,0.97
Albela Sajan,"Kavita Krishnamurthy, Shankar Mahadevan, Ustad Sultan Khan",BollywoodDance,Hum Dil De Chuke Sanam,0.9199999999999999
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,BollywoodRomantic,Junglee,0.96
Rola Pe Gaya,"Earl D'Souza, Hard Kaur, Mahadevan, Mahalakshmi Iyer, Master Saleem, Shankar",BollywoodDance,Patiala House,0.93
Bande Mein Tha Dum… Vande Mataram,"Pranab Biswas, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Lage Raho Munna Bhai,0.9400000000000001
Jawani Janeman,Asha Bhosle,BollywoodDance,Namak Halaal,0.9099999999999999
Yahi Hota Pyaar,"Himesh Reshammiya, Sunidhi Chauhan",BollywoodSad,Namastey London,0.93
Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet,BollywoodDance,Raja Babu,0.89
Main To Raste Se Ja Raha Tha,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Coolie No. 1,0.9
Awaarapan Banjarapan,M. M. Keeravani,BollywoodDance,Jism,0.9400000000000001
Yeh Raat Aur Yeh Doori,"Asha Bhosle, S.P. Balasubrahmanyam",BollywoodDance,Andaz Apna Apna,0.93
Mere Dil Jigar Se Guzree Hai,"Alka Yagnik, Kumar Sanu",BollywoodDance,Soldier,0.85
Yeh Dil Jo Hai Badmaash Hai,"Mohit Chauhan, Monali Thakur, Shreya Ghoshal",BollywoodDance,Phir Se,0.9400000000000001
Saawali Si Raat,Arijit Singh,BollywoodRomantic,Barfi,0.9800000000000001
Aaankhein Milayenge Darr Se,"K. Mohan, Neha Bhasin",BollywoodDance,Neerja,0.96
Ishq Vishq,"Kamaal khan, Sunidhi Chauhan, Suzanne D'Mello",BollywoodRomantic,Wanted,0.9199999999999999
Hoshwalon Ko Khabar Kya,Jagjit Singh,BollywoodSad,Sarfarosh,0.9400000000000001
Ghoomar,"K.K., Sunidhi Chauhan",BollywoodDance,Chup Chup Ke,0.9
Dil Mere,Kumar Sanu,BollywoodDance,Sooryavansham,0.9
Mujhe Haq Hai,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,0.9
Musafir,Tushar Joshi,BollywoodRomantic,Jagga Jasoos,0.95
Chalak Chalak,"Shreya Ghoshal, Udit Narayan, Vinod Rathod",BollywoodDance,Devdas,0.9400000000000001
Subah Subah,"Shekhar Ravjiani, Vishal Dadlani, Zubeen Garg",BollywoodDance,I See You,0.95
Pyar Kar,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,0.93
O Jaana Na Jaana,"Kumar Sanu, Lata Mangeshkar",BollywoodRomantic,Jab Pyar Kisisi Se Hota Hai,0.93
Mhare Hiwra Main Nache Mor,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan",BollywoodDance,Hum Saath-Saath Hain,0.86
Raitaa Phail Gayaa,Divya Kumar,BollywoodDance,Shaandaar,0.9199999999999999
Tere Bina,Rahat Fateh Ali Khan,BollywoodRomantic,Tezz,0.9199999999999999
Sava Dollar (Lavni),Sunidhi Chauhan,BollywoodDance,Aiyyaa,0.9099999999999999
Baba Meri Yeh Jawani,Falguni Pathak,BollywoodDance,Ghaath,0.86
Deewana Main Chala,Udit Narayan,BollywoodDance,Pyaar Kiya To Darna Kya,0.9199999999999999
Zindagi Ki Yahi Reet Hai,Kishore Kumar,BollywoodDance,Mr. India,0.9099999999999999
Chak De,"Sadhana Sargam, Sonu Nigam",BollywoodDance,Hum Tum,0.93
Sirf Tum,"Anuradha Paudwal, Hariharan",BollywoodDance,Sirf Tum,0.86
Chhaliya,"Piyush Mishra, Sunidhi Chauhan",Bollywood,Tashan,0.9400000000000001
Dum Dum Diga Diga,Mukesh,BollywoodDance,Chhalia,0.9199999999999999
Aankhon Ne Tumhari,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ishq Vishk,0.93
Janam Janam,Atif Aslam,Bollywood,Phata Poster Nikhla Hero,0.96
Tanha Tanha,"Aditi Paul, Jubin Nautiyal",BollywoodRomantic,Dil Jo Na Keh Saka,0.9
Heer,"Mahalakshmi, Mika Singh",BollywoodRomantic,Baa Baaa Black Sheep,0.8
Wat Wat Wat,"Arijit Singh, Shashwat Singh",BollywoodDance,Tamasha,0.95
Tanha Tanha Ghum Ke Dhunde Dil,"Aditi Paul, Jubin Nautiyal",BollywoodRomantic,Dil Jo Na Keh Saka,0.9
Pyar Ki Raahen,Shaan,BollywoodSad,Bewafaa,0.9400000000000001
Aap Ki Khatir,Himesh Reshammiya,BollywoodRomantic,Aap Ki Khatir,0.93
Saat Rang Mein Khel Rahi Hain,"Amit Kumar, Anuradha Paudwal",BollywoodDance,Aakhir Kyon,0.78
Jaadoo Jaadoo,"Adnan Sami, Alka Yagnik",BollywoodDance,Koi Mil Gaya,0.82
Yaadon Mein,"Cuca Roseta, Jonita Gandhi, Mohammed Irfan",BollywoodSad,Jab Harry Met Sejal,0.96
Dil Deewana Bin Sajna Ke,S.P. Balasubrahmanyam,BollywoodDance,Maine Pyar Kiya,0.9
Chori Chori Chupke Chupke,"Alka Yagnik, Babul Supriyo",BollywoodDance,Chori Chori Chupke Chupke,0.8800000000000001
Behene De,"Karthik, Mohammed Irfan",BollywoodDance,Raavan,0.93
O Re Kanchi,"Alka Yagnik, Shaan",BollywoodDance,Asoka,0.9400000000000001
Rasiya,Shruti Pathak,BollywoodSensual,Kurbaan,0.85
Meri Zindagi Ek Pyaas,"Jaspinder Narula, Shankar Mahadevan",BollywoodSad,Judaai,0.86
Tum Jo Aaye,Rahat Fateh Ali Khan,BollywoodRomantic,Once Upon A Time In Mumbai,0.9400000000000001
Laal Ishq,Arijit Singh,BollywoodSad,Goliyon Ki Rasleela Ram-leela,0.95
Tujhe Jeevan Ki Dor Se,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Asli Naqli,0.9
Aao Bachho Tumhe Dikhaye,Kavi Pradeep,BollywoodPatriotic,Jagriti,0.93
Mujhse Mohabbat Ka,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Hum Hain Rahi Pyaar Ke,0.8800000000000001
Mujhe Pyaar Hua,"Abhijeet, Alka Yagnik",BollywoodDance,Judaai,0.77
Satarangi Re,"Kavita Krishnamurthy, Sonu Nigam",BollywoodDance,Dil Se,0.9400000000000001
Mann Ki Lagan,Rahat Fateh Ali Khan,BollywoodSad,Paap,0.9199999999999999
Dil Na Jaane Kyun,"Anushka Manchanda, Atif Aslam",BollywoodDance,Jayantabhai Ki Luv Story,0.95
Usne Bola Kem Che,"Bali Brahmbhatt, Sunidhi Chauhan",BollywoodDance,Jis Desh Main Ganga Rehta Hai,0.89
Sajna Ve Sajna,Sunidhi Chauhan,BollywoodDance,Chameli,0.9400000000000001
Mera Yaar,Javed Bashir,BollywoodRomantic,Bhaag Milkha Bhaag,0.95
Jiyein Kyun,Papon,BollywoodSad,Dum Maaro Dum,0.97
Dil Ki Hai Tamanna,"Neha Bhasin, Shalini Singh, Vijay Prakash",BollywoodDance,Force,0.96
Dum Duma Dum,"Anuradha Paudwal, Udit Narayan",BollywoodDance,Dil,0.8699999999999999
Dil Chahta Hai,Shankar Mahadevan,BollywoodDance,Dil Chahta Hai,0.95
Aai Pappi – Tu Hai Meri Soniye,Neeraj Shridhar,BollywoodDance,Kismat Konnection,0.95
